Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Log_Age
0.929515933323641,0,71.0,1.68,187,161,70,1.17,848.0,Yoga,33.1,2.5,2,1,0.036598849918111534,3.912023005428146
-0.7953772703455947,1,120.9,1.78,197,168,65,0.78,721.0,Yoga,28.1,3.4,2,1,1.989610014827053,3.367295829986474
0.0260004456873747,0,64.3,1.69,190,148,58,1.25,925.0,HIIT,26.9,1.9,4,2,-0.36034891173105904,3.6635616461296463
0.2724137604972655,0,63.7,1.71,173,169,62,1.42,1080.0,Yoga,26.1,1.8,3,2,-0.46980997118361684,3.737669618283368
0.4366893037038594,1,65.2,1.8,192,139,68,0.73,502.0,HIIT,27.2,2.7,2,1,-0.7193067427977986,3.784189633918261
1.6687558777533134,1,53.9,1.75,168,135,69,1.48,989.0,Strength,21.6,2.8,4,2,-1.0983466353770805,4.07753744390572
0.5188270753071563,1,84.9,1.86,186,136,66,1.64,1104.0,HIIT,14.2,3.5,5,3,-0.05585127573392663,3.80666248977032
-0.4668261839324069,0,78.0,1.68,183,135,55,1.29,871.0,HIIT,32.3,1.8,3,2,0.4091350876449882,3.49650756146648
-0.5489639555357039,1,108.2,1.8,172,138,53,1.27,964.0,HIIT,28.4,3.5,3,1,1.2741760581940258,3.4657359027997265
-1.534617214775267,0,65.4,1.52,185,127,50,1.03,654.0,Yoga,28.0,2.2,4,2,0.5098835106218567,2.995732273553991
1.2580670197368287,0,50.2,1.61,188,157,67,1.48,1046.0,HIIT,28.2,2.7,2,1,-0.8330011316275509,3.9889840465642745
-1.2060661283620793,0,58.9,1.51,187,157,68,1.04,816.0,Cardio,31.7,2.5,2,1,0.13818427950510714,3.1780538303479458
-0.056137325915922236,1,81.4,1.71,187,148,58,1.52,1237.0,HIIT,10.2,3.5,5,3,0.439412358973061,3.6375861597263857
-1.0417905851554854,1,127.6,1.73,167,160,62,1.32,1162.0,Strength,27.3,2.9,3,1,2.661960867301751,3.258096538021482
1.4223425629434225,0,59.3,1.56,182,155,57,1.26,879.0,Cardio,33.4,2.6,4,2,-0.08186956312741131,4.02535169073515
-0.30255064072581306,1,96.9,1.71,188,145,72,1.34,1069.0,Strength,24.2,2.9,3,2,1.2356240040255189,3.555348061489413
-1.45247944317197,1,62.6,1.81,164,150,62,1.3,1072.0,Strength,27.6,3.5,4,2,-0.8718221731123841,3.044522437723423
0.2724137604972655,1,45.5,1.6,166,163,64,1.31,1057.0,Strength,21.7,2.6,3,2,-1.0722951762728397,3.737669618283368
-0.6311017271390008,0,48.8,1.51,195,131,60,1.48,969.0,Cardio,28.2,2.0,2,1,-0.5271754729706254,3.4339872044851463
-1.0417905851554854,0,44.3,1.6,186,136,61,1.08,734.0,Cardio,34.7,2.0,3,1,-1.1427045252032193,3.258096538021482
0.35455153210056245,1,113.2,1.83,161,134,63,1.45,962.0,Yoga,29.9,2.9,4,2,1.3353225047650759,3.7612001156935615
-1.616754986378564,0,60.5,1.59,184,128,53,1.14,730.0,Cardio,30.1,2.2,2,1,-0.14738626957361106,2.9444389791664403
-0.13827509751921918,1,124.2,1.76,168,158,50,1.5,1304.0,HIIT,29.3,2.8,2,1,2.2806348731700763,3.610917912644224
0.5188270753071563,1,52.4,1.85,186,161,73,1.2,956.0,Strength,25.2,2.5,3,1,-1.4422528455156853,3.80666248977032
-1.2060661283620793,1,54.7,1.74,160,167,53,0.84,772.0,Yoga,22.9,3.6,3,1,-1.0281827439735127,3.1780538303479458
-1.1239283567587823,1,88.1,1.95,182,131,68,1.41,1016.0,Cardio,22.7,3.0,2,1,-0.2618508574346537,3.218875824868201
1.0937914765302348,0,59.7,1.71,169,151,58,1.23,836.0,Strength,34.3,2.0,3,1,-0.6752839441003807,3.951243718581428
-0.6311017271390008,0,79.7,1.54,184,144,59,1.03,742.0,Cardio,26.7,2.3,4,2,1.3058610398026713,3.4339872044851463
-0.38468841232910994,0,51.0,1.62,162,158,53,1.42,1122.0,Yoga,30.8,2.4,3,2,-0.8230159255539622,3.5263605246161616
1.1759292481335317,1,84.2,1.76,165,137,69,1.67,1133.0,Cardio,12.8,3.5,5,3,0.3409833874846813,3.970291913552122
1.5044803345467195,1,122.1,1.89,165,134,58,1.13,750.0,Cardio,27.4,3.6,3,1,1.3923153806511592,4.04305126783455
-1.45247944317197,1,96.7,1.72,161,151,62,1.26,1046.0,Strength,25.0,2.8,3,1,1.1677585219739501,3.044522437723423
-1.616754986378564,0,73.0,1.79,177,125,61,0.81,506.0,HIIT,27.7,1.6,3,1,-0.31977937365454945,2.9444389791664403
-1.2882038999653762,1,114.8,1.6,182,163,60,1.47,1318.0,Cardio,21.7,2.7,4,2,2.9938447244565958,3.1354942159291497
1.6687558777533134,0,65.5,1.52,161,162,61,1.4,1021.0,Yoga,31.2,2.1,3,2,0.5163848355461759,4.07753744390572
-1.45247944317197,0,50.3,1.52,171,154,67,1.08,832.0,Cardio,32.2,2.6,3,1,-0.47181655295038283,3.044522437723423
0.6009648469104533,0,61.0,1.71,181,153,61,1.67,1150.0,Cardio,17.8,2.7,4,3,-0.6085049029024323,3.828641396489095
-0.30255064072581306,0,44.6,1.62,196,157,65,0.56,440.0,HIIT,32.4,2.0,2,1,-1.1893176748031056,3.555348061489413
0.35455153210056245,0,58.2,1.61,179,124,54,1.04,580.0,Strength,26.4,2.6,3,2,-0.3694183653716903,3.7612001156935615
1.0116537049269378,0,44.8,1.63,198,137,69,1.08,666.0,Yoga,33.8,2.1,4,2,-1.2092357374060643,3.9318256327243257
-0.9596528135521885,1,87.5,1.63,183,135,74,1.75,1299.0,Strength,12.9,3.5,5,3,1.2047889876110862,3.295836866004329
1.1759292481335317,1,51.8,1.74,179,127,61,1.23,773.0,Strength,21.3,3.7,3,2,-1.1720588081990653,3.970291913552122
-0.6311017271390008,0,64.4,1.7,160,144,70,1.97,1418.0,Strength,17.3,2.7,5,3,-0.3948183699124461,3.4339872044851463
0.7652403901170471,0,67.1,1.61,160,151,74,0.62,421.0,Cardio,33.4,1.5,2,1,0.14631746208795357,3.871201010907891
-0.5489639555357039,1,85.9,1.6,176,145,60,1.99,1587.0,HIIT,14.5,3.5,5,3,1.2981529043832822,3.4657359027997265
-1.1239283567587823,0,65.4,1.77,160,141,58,0.89,627.0,Cardio,27.6,2.6,3,1,-0.6063858234345468,3.218875824868201
-0.6311017271390008,0,61.1,1.76,189,150,67,1.81,1358.0,Yoga,18.6,2.7,4,3,-0.7791653454986339,3.4339872044851463
0.10813821729067163,1,106.5,1.65,162,162,74,1.32,1176.0,HIIT,21.0,3.6,4,2,2.1338679107532146,3.688879454113936
1.5044803345467195,0,64.0,1.52,170,129,52,1.73,1004.0,Strength,15.2,2.7,5,3,0.4188649616813843,4.04305126783455
-0.056137325915922236,0,61.4,1.54,183,131,69,1.47,963.0,HIIT,30.6,2.7,3,2,0.14682031529515327,3.6375861597263857
-0.4668261839324069,0,40.5,1.63,181,147,66,1.07,786.0,Yoga,31.9,1.5,4,2,-1.4523342460143485,3.49650756146648
-0.30255064072581306,1,70.1,1.79,185,125,63,1.08,743.0,Cardio,28.0,2.3,3,2,-0.4557299282718469,3.555348061489413
0.19027598889396857,1,94.1,1.62,172,139,50,1.13,777.0,Cardio,23.4,3.1,4,2,1.6437974170457383,3.713572066704308
0.35455153210056245,1,55.5,1.82,160,124,66,1.08,663.0,Strength,20.1,2.0,3,1,-1.2252377558059793,3.7612001156935615
0.2724137604972655,0,53.7,1.72,183,142,74,1.37,875.0,Cardio,29.8,1.6,3,1,-1.0154771037742611,3.737669618283368
1.5866181061500164,0,66.1,1.75,169,128,57,0.63,363.0,Cardio,25.2,1.8,2,1,-0.49997254400466623,4.060443010546419
0.6009648469104533,1,103.9,1.77,194,148,54,1.18,864.0,Yoga,20.9,2.9,2,1,1.2394932424411162,3.828641396489095
-0.5489639555357039,0,61.7,1.58,183,135,54,1.87,1262.0,HIIT,16.6,2.7,5,3,-0.02953790821502152,3.4657359027997265
-1.698892757981861,0,52.3,1.74,187,165,58,1.2,990.0,Cardio,29.4,2.2,2,1,-1.1472525902291422,2.8903717578961645
0.2724137604972655,0,59.5,1.74,195,141,52,1.78,1129.0,Yoga,16.4,2.7,5,3,-0.7900430514622525,3.737669618283368
-1.2060661283620793,0,72.9,1.76,175,127,68,0.86,546.0,Yoga,30.8,1.5,3,1,-0.20696815722144285,3.1780538303479458
-1.0417905851554854,0,76.7,1.63,199,139,72,1.08,751.0,Strength,25.6,1.7,2,1,0.5942159892460931,3.258096538021482
0.19027598889396857,1,72.1,1.83,175,133,58,1.13,744.0,Yoga,21.4,2.8,3,2,-0.5081161509773184,3.713572066704308
-1.698892757981861,0,54.8,1.68,176,158,71,1.27,1003.0,Strength,32.0,2.2,4,2,-0.825556443106948,2.8903717578961645
-1.1239283567587823,1,105.0,1.88,174,156,67,1.34,1150.0,Cardio,21.4,2.3,3,2,0.7203569151658974,3.218875824868201
0.19027598889396857,0,55.0,1.55,175,169,65,1.45,1103.0,Strength,31.4,2.0,4,2,-0.30333008339764966,3.713572066704308
-0.8775150419488915,1,81.6,1.66,174,153,50,1.09,917.0,Yoga,20.5,3.5,4,2,0.7059991054139636,3.332204510175204
-0.38468841232910994,0,75.6,1.6,193,130,51,0.64,416.0,HIIT,29.1,2.7,2,1,0.6938059927308545,3.5263605246161616
-1.1239283567587823,1,81.5,1.61,170,159,63,1.93,1688.0,HIIT,10.9,3.5,4,3,0.9807664413485042,3.218875824868201
1.0937914765302348,0,61.5,1.69,160,152,63,1.8,1231.0,Cardio,15.5,2.7,4,3,-0.5076051390844907,3.951243718581428
1.0937914765302348,1,74.0,1.63,174,150,50,1.26,936.0,Cardio,25.7,3.7,3,2,0.4415727396548445,3.951243718581428
0.929515933323641,0,56.4,1.59,185,163,74,1.26,924.0,HIIT,34.3,2.6,3,1,-0.39098703904912796,3.912023005428146
-1.3703416715686731,1,102.6,1.84,163,153,65,1.25,1052.0,Strength,20.5,2.7,3,2,0.8100013833097226,3.091042453358316
1.6687558777533134,0,54.6,1.57,164,169,64,0.58,441.0,Cardio,29.2,2.3,3,1,-0.41475634238798775,4.07753744390572
1.4223425629434225,1,129.0,1.78,194,126,64,1.29,805.0,Yoga,27.1,2.7,2,1,2.3736125238274832,4.02535169073515
1.5866181061500164,1,103.5,1.66,172,168,61,1.33,1106.0,Cardio,24.6,3.1,3,1,1.8997590059900085,4.060443010546419
0.5188270753071563,0,59.4,1.51,169,142,65,1.15,735.0,Strength,33.1,1.9,4,2,0.17112288111281662,3.80666248977032
-1.2060661283620793,0,60.1,1.79,170,165,63,1.97,1625.0,Cardio,15.9,2.7,4,3,-0.924524944193562,3.1780538303479458
-1.0417905851554854,1,77.7,1.62,177,126,73,1.16,804.0,Yoga,29.6,3.0,3,2,0.7051491845948092,3.258096538021482
-1.1239283567587823,0,41.2,1.62,193,144,64,1.49,1073.0,Yoga,28.9,2.1,4,2,-1.3839154790917128,3.218875824868201
-0.7953772703455947,1,58.6,1.61,198,122,72,1.2,805.0,Yoga,23.4,2.0,3,2,-0.3462392270588974,3.367295829986474
1.0116537049269378,1,109.3,1.78,182,157,64,0.54,420.0,Strength,28.7,3.3,3,1,1.4396804957647078,3.9318256327243257
0.929515933323641,1,69.6,1.96,166,139,68,0.97,667.0,Strength,25.6,2.0,3,1,-1.0206220649604387,3.912023005428146
0.10813821729067163,0,56.2,1.79,198,153,57,1.79,1369.0,Yoga,17.6,2.7,5,3,-1.1073550004030315,3.688879454113936
0.19027598889396857,1,71.7,1.96,162,168,51,0.51,424.0,Yoga,27.3,2.5,2,1,-0.9385120370532906,3.713572066704308
1.2580670197368287,1,86.0,1.93,171,163,51,1.74,1404.0,Strength,12.9,3.5,5,3,-0.2740325615690195,3.9889840465642745
1.0937914765302348,0,79.4,1.59,166,163,59,1.39,1020.0,Strength,26.6,1.5,3,2,0.9755538628867014,3.951243718581428
1.5044803345467195,0,78.4,1.62,185,149,52,1.01,677.0,Strength,31.7,2.0,4,2,0.7452134384189345,4.04305126783455
0.0260004456873747,0,55.4,1.6,192,136,72,1.44,979.0,HIIT,26.3,1.6,3,2,-0.491418047597206,3.6635616461296463
0.4366893037038594,0,61.7,1.55,196,129,66,1.41,819.0,Strength,33.1,2.6,4,2,0.11556036157421143,3.784189633918261
1.0937914765302348,1,85.5,1.82,174,154,57,1.78,1357.0,Yoga,14.9,3.5,4,3,0.1351650734248834,3.951243718581428
-1.698892757981861,1,87.6,1.93,161,139,72,1.72,1315.0,HIIT,11.9,3.5,4,3,-0.20951255360038684,2.8903717578961645
1.0937914765302348,1,82.4,1.72,166,137,53,1.01,685.0,Strength,24.4,2.7,4,2,0.44170574410884744,3.951243718581428
1.2580670197368287,1,67.0,1.68,191,164,63,0.55,446.0,Yoga,20.5,2.8,3,1,-0.1762790002115329,3.9889840465642745
-0.6311017271390008,0,42.3,1.6,163,163,70,1.09,888.0,Cardio,25.1,1.9,3,2,-1.260053440087186,3.4339872044851463
-1.534617214775267,1,82.7,1.99,179,146,59,1.69,1357.0,HIIT,14.6,3.5,5,3,-0.6051716129084671,2.995732273553991
-1.698892757981861,1,92.4,1.74,195,168,50,1.41,1303.0,Yoga,21.3,3.1,2,1,0.8422060909586727,2.8903717578961645
-1.3703416715686731,0,63.2,1.54,191,155,53,1.02,790.0,Cardio,29.5,2.4,4,2,0.2608243209844176,3.091042453358316
0.35455153210056245,1,82.7,1.85,187,142,50,1.22,858.0,Yoga,28.2,3.1,4,2,-0.11244705592919794,3.7612001156935615
-0.6311017271390008,1,86.6,1.76,172,151,66,1.29,1071.0,Strength,28.9,3.3,3,2,0.45736247662580465,3.4339872044851463
1.4223425629434225,1,129.5,1.95,160,129,66,1.0,639.0,Strength,25.2,3.5,2,1,1.3735347303447407,4.02535169073515
0.4366893037038594,1,98.0,1.83,194,130,56,1.28,824.0,Cardio,25.7,3.5,4,2,0.6535641697946531,3.784189633918261
-1.0417905851554854,1,86.2,1.68,189,157,72,1.97,1701.0,Strength,13.3,3.5,5,3,0.8455346804107597,3.258096538021482
-0.5489639555357039,1,78.6,1.62,195,125,69,1.28,880.0,Yoga,29.6,3.1,3,1,0.7566603680829691,3.4657359027997265
-0.5489639555357039,0,59.0,1.66,184,160,64,0.51,408.0,Cardio,31.0,1.8,2,1,-0.5259175043129117,3.4657359027997265
0.35455153210056245,0,57.3,1.79,175,166,62,1.98,1479.0,Yoga,17.8,2.7,4,3,-1.055787548651643,3.7612001156935615
1.6687558777533134,1,122.3,1.89,178,153,51,0.66,500.0,Yoga,20.1,3.1,3,1,1.4007253697920832,4.07753744390572
-0.7132394987422978,1,85.3,1.95,160,155,68,1.61,1373.0,Yoga,10.4,3.5,5,3,-0.37245664598011996,3.4011973816621555
0.8473781617203441,0,45.2,1.74,164,156,73,1.24,870.0,Strength,30.8,2.1,3,2,-1.4995008854020468,3.8918202981106265
1.4223425629434225,1,55.6,1.92,181,136,62,0.68,458.0,Strength,29.4,3.2,3,1,-1.4764969942065012,4.02535169073515
0.8473781617203441,1,82.8,1.95,183,159,73,1.91,1503.0,Yoga,14.3,3.5,5,3,-0.4712118143242869,3.8918202981106265
-1.45247944317197,1,125.2,1.66,196,159,60,1.38,1207.0,HIIT,29.8,3.4,3,2,3.0826169896658153,3.044522437723423
0.6831026185137502,0,58.5,1.79,195,131,71,1.42,837.0,Yoga,30.3,2.4,4,2,-0.9995321467410366,3.8501476017100575
1.2580670197368287,1,86.1,1.95,195,140,64,1.17,811.0,Yoga,27.9,3.4,2,1,-0.3408549921099871,3.9889840465642745
0.10813821729067163,0,63.5,1.61,163,159,59,1.31,1041.0,Cardio,33.4,1.6,3,2,-0.06229478272718311,3.688879454113936
1.4223425629434225,1,69.3,1.68,195,138,58,0.66,451.0,Yoga,26.5,2.1,2,1,-0.053874236386987934,4.02535169073515
-0.5489639555357039,0,70.5,1.62,177,122,58,1.24,756.0,Strength,28.4,1.8,2,1,0.2930597166895214,3.4657359027997265
0.6009648469104533,0,60.1,1.65,175,137,69,1.69,1042.0,Cardio,17.3,2.7,4,3,-0.42612722342071835,3.828641396489095
1.1759292481335317,1,94.1,1.95,177,138,50,0.89,608.0,HIIT,28.6,3.5,3,1,-0.02483845340865473,3.970291913552122
-0.7132394987422978,0,79.2,1.62,181,166,66,1.26,1046.0,Cardio,28.0,2.5,4,2,0.7910011570750771,3.4011973816621555
0.8473781617203441,1,115.3,1.91,161,125,61,1.38,854.0,HIIT,29.2,3.2,2,1,1.0053710448844195,3.8918202981106265
-1.2060661283620793,0,62.9,1.79,180,135,59,1.42,958.0,Cardio,27.3,2.3,4,2,-0.793262339735482,3.1780538303479458
0.0260004456873747,1,62.0,1.64,195,127,54,0.97,678.0,Cardio,27.5,3.2,3,1,-0.2794570063942386,3.6635616461296463
0.5188270753071563,1,88.5,1.78,198,167,67,1.53,1265.0,HIIT,13.2,3.5,4,3,0.45359997882533065,3.80666248977032
-1.616754986378564,0,73.9,1.77,198,137,64,1.28,877.0,Strength,32.5,2.6,3,2,-0.19885408161784218,2.9444389791664403
1.6687558777533134,1,50.3,1.95,188,167,55,1.07,885.0,Strength,24.4,3.4,3,1,-1.7550290027984485,4.07753744390572
-1.2882038999653762,1,83.1,1.8,185,162,56,0.7,624.0,Strength,29.3,3.1,3,1,0.11053842319647227,3.1354942159291497
0.5188270753071563,0,65.1,1.78,180,158,66,1.46,1038.0,Cardio,31.3,2.3,3,1,-0.6557406027314683,3.80666248977032
0.5188270753071563,1,46.6,1.79,176,168,55,1.46,1214.0,Yoga,22.9,2.4,3,2,-1.5573982156878787,3.80666248977032
-0.13827509751921918,1,103.5,1.89,175,168,57,0.54,499.0,Cardio,26.4,3.1,2,1,0.6101863905452075,3.610917912644224
0.6831026185137502,0,61.9,1.54,190,131,61,1.95,1150.0,Yoga,16.4,2.7,4,3,0.1784880946532827,3.8501476017100575
-0.8775150419488915,0,52.0,1.61,168,164,70,1.32,1082.0,Yoga,27.9,2.0,3,2,-0.7286950092199823,3.332204510175204
0.5188270753071563,1,113.4,1.71,190,129,63,0.83,530.0,Strength,24.0,2.3,2,1,2.0832041423071685,3.80666248977032
0.2724137604972655,1,62.9,1.98,173,126,61,1.42,886.0,Yoga,28.5,3.4,4,2,-1.3320258847055666,3.737669618283368
1.4223425629434225,0,40.4,1.8,196,165,72,1.23,913.0,Cardio,30.0,2.1,4,2,-1.8690363582535479,4.02535169073515
0.929515933323641,0,67.1,1.75,161,120,59,0.67,362.0,Cardio,31.8,2.7,3,1,-0.4509254873347964,3.912023005428146
-1.698892757981861,1,70.0,1.61,173,168,71,1.3,1201.0,Strength,23.9,2.5,2,1,0.31436621485570376,2.8903717578961645
0.4366893037038594,0,69.5,1.75,192,155,69,1.02,711.0,HIIT,27.6,2.1,3,1,-0.33321255132710803,3.784189633918261
-0.7132394987422978,1,107.9,1.66,194,140,64,1.08,832.0,Cardio,29.5,2.8,3,2,2.1396011777952406,3.4011973816621555
1.5866181061500164,1,109.0,1.91,198,156,56,1.49,1151.0,Yoga,26.0,2.2,3,2,0.74597529103329,4.060443010546419
-1.534617214775267,1,101.0,1.91,179,143,58,1.36,1070.0,Cardio,29.3,2.7,3,2,0.41658385757153854,2.995732273553991
1.4223425629434225,1,88.5,1.85,161,144,59,1.57,1119.0,Cardio,11.0,3.5,4,3,0.1421032272259704,4.02535169073515
-1.2882038999653762,1,80.9,1.8,178,126,59,1.55,1074.0,Cardio,10.7,3.5,4,3,0.008546279889914004,3.1354942159291497
-1.1239283567587823,0,43.1,1.62,196,161,65,1.04,837.0,HIIT,33.6,1.8,4,2,-1.2751696472833736,3.218875824868201
0.4366893037038594,0,59.1,1.52,177,136,56,1.58,967.0,Yoga,18.4,2.7,5,3,0.10030004038973035,3.784189633918261
-1.0417905851554854,0,54.0,1.53,175,148,54,1.14,844.0,Strength,26.9,1.7,3,1,-0.2770092632054054,3.258096538021482
1.2580670197368287,0,72.3,1.78,163,149,72,1.27,852.0,Cardio,27.7,1.8,2,1,-0.3144050391755297,3.9889840465642745
0.929515933323641,1,51.1,1.98,171,126,52,0.92,574.0,Yoga,28.0,2.4,2,1,-1.7841323050727302,3.912023005428146
1.6687558777533134,1,89.4,1.72,188,152,67,1.08,813.0,Yoga,24.5,3.2,3,1,0.7971161948120445,4.07753744390572
0.19027598889396857,1,51.5,1.8,166,126,60,1.09,680.0,Strength,26.7,2.1,4,2,-1.3544396352068209,3.713572066704308
-0.5489639555357039,1,87.9,1.88,173,143,64,1.52,1195.0,Cardio,11.6,3.5,5,3,-0.006367012227792412,3.4657359027997265
0.8473781617203441,0,42.0,1.52,171,130,70,1.1,644.0,HIIT,28.8,2.2,3,1,-1.0114265216688991,3.8918202981106265
0.8473781617203441,1,79.2,1.72,194,128,69,1.46,925.0,Yoga,29.9,3.3,3,1,0.27923239521595705,3.8918202981106265
0.19027598889396857,1,64.8,1.71,164,131,54,1.2,778.0,Strength,22.5,2.8,3,2,-0.41330462863150724,3.713572066704308
1.5866181061500164,0,63.0,1.78,176,154,73,1.58,1095.0,HIIT,17.5,2.7,4,3,-0.7552968087686167,4.060443010546419
-0.7953772703455947,0,56.2,1.77,191,123,61,0.68,418.0,Yoga,33.4,2.6,3,1,-1.047479002812627,3.367295829986474
1.4223425629434225,0,52.9,1.64,169,155,53,1.1,767.0,Cardio,27.4,2.3,3,2,-0.787666465261148,4.02535169073515
-1.616754986378564,0,49.0,1.69,176,147,64,1.05,772.0,Yoga,29.2,2.4,3,1,-1.1649990111980242,2.9444389791664403
-1.534617214775267,1,128.2,1.84,164,132,58,0.83,603.0,HIIT,26.2,2.3,3,1,1.9457791606365815,2.995732273553991
1.2580670197368287,1,83.6,1.86,168,142,56,1.54,1082.0,HIIT,12.4,3.5,5,3,-0.11229381081512714,3.9889840465642745
-0.38468841232910994,0,56.2,1.77,192,138,59,1.81,1249.0,Cardio,17.3,2.7,5,3,-1.047479002812627,3.5263605246161616
-1.616754986378564,1,87.8,1.78,195,161,72,1.28,1133.0,Cardio,23.6,3.3,2,1,0.42041457681294786,2.9444389791664403
-1.616754986378564,1,85.9,1.85,195,156,62,1.66,1424.0,Strength,12.9,3.5,4,3,0.027994479604687643,2.9444389791664403
0.5188270753071563,1,51.1,1.87,177,158,57,1.44,1126.0,Cardio,26.2,3.4,4,2,-1.5470223605455264,3.80666248977032
0.10813821729067163,0,57.4,1.71,168,143,61,1.87,1337.0,Strength,18.3,2.7,5,3,-0.7934314785275195,3.688879454113936
1.2580670197368287,1,114.9,1.92,188,135,71,1.2,802.0,HIIT,20.7,2.6,4,2,0.9397497601751686,3.9889840465642745
0.8473781617203441,0,62.1,1.66,173,152,73,1.37,937.0,HIIT,31.3,1.8,3,2,-0.35693779235922524,3.8918202981106265
0.929515933323641,1,57.1,1.91,184,131,68,1.09,707.0,Yoga,29.5,2.7,4,2,-1.3909516335498229,3.912023005428146
-1.698892757981861,1,68.1,1.8,174,153,50,1.1,926.0,Yoga,25.4,3.3,4,2,-0.5848625538936989,2.8903717578961645
-0.2204128691225161,1,69.2,1.65,165,126,65,1.23,852.0,Strength,27.2,2.7,3,1,0.07594078780735901,3.58351893845611
-1.616754986378564,0,65.2,1.52,188,130,71,1.23,800.0,Cardio,30.6,2.4,3,1,0.49688086077321814,2.9444389791664403
0.35455153210056245,1,108.6,1.73,174,150,66,1.33,988.0,Cardio,28.5,2.2,2,1,1.7083955594137288,3.7612001156935615
0.8473781617203441,0,40.0,1.65,188,148,74,1.03,686.0,Yoga,34.3,2.5,3,2,-1.5350906328365812,3.8918202981106265
-1.2882038999653762,0,41.9,1.58,163,132,67,0.56,370.0,HIIT,26.8,1.8,3,1,-1.2208898144877518,3.1354942159291497
0.8473781617203441,0,68.3,1.52,177,150,60,1.45,979.0,Strength,29.4,1.8,4,2,0.6984219334271206,3.8918202981106265
-1.45247944317197,1,88.4,1.6,198,121,67,1.71,1138.0,HIIT,12.0,3.5,4,3,1.4448390479882403,3.044522437723423
-0.8775150419488915,1,66.0,1.9,175,158,56,1.18,1025.0,HIIT,24.1,3.0,3,1,-0.995823341850532,3.332204510175204
-0.38468841232910994,1,71.9,1.64,170,134,67,1.26,929.0,Cardio,21.3,2.1,4,2,0.2734302070983343,3.5263605246161616
1.3402047913401256,1,75.6,1.71,173,130,57,1.03,663.0,Strength,28.1,2.0,4,2,0.14147509824375337,4.007333185232471
